COUNTY,REGION,DISTRICT,D_rating,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,DAD_POST,OUTCOME,asvab_status
"'229","'05","'229904","B","WARREN ISD","TYLER","N","N","0","Needs Assistance"," "
"'229","'05","'229905","B","SPURGER ISD","TYLER","N","N","0","Meets Requirements"," "
"'229","'05","'229906","B","CHESTER ISD","TYLER","N","N","0","Meets Requirements"," "
"'230","'07","'230901","B","BIG SANDY ISD","UPSHUR","N","N","0","Meets Requirements"," "
"'230","'07","'230902","A","GILMER ISD","UPSHUR","N","N","1","Meets Requirements"," "
"'230","'07","'230903","B","ORE CITY ISD","UPSHUR","N","N","0","Needs Assistance"," "
"'230","'07","'230904","B","UNION HILL ISD","UPSHUR","N","N","0","Meets Requirements","ASVAB Test not Offered"
"'230","'07","'230905","B","HARMONY ISD","UPSHUR","N","N","0","Meets Requirements"," "
"'230","'07","'230906","B","NEW DIANA ISD","UPSHUR","N","N","0","Meets Requirements"," "
"'230","'07","'230908","A","UNION GROVE ISD","UPSHUR","N","N","0","Meets Requirements"," "
"'231","'18","'231901","B","MCCAMEY ISD","UPTON","N","N","0","Meets Requirements"," "
"'231","'18","'231902","B","RANKIN ISD","UPTON","N","N"," ","Meets Requirements"," "
"'232","'20","'232901","A","KNIPPA ISD","UVALDE","N","N"," ","Meets Requirements"," "
"'232","'20","'232902","B","SABINAL ISD","UVALDE","N","N","0","Meets Requirements"," "
"'232","'20","'232903","B","UVALDE CISD","UVALDE","N","N","0","Needs Assistance"," "
"'232","'20","'232904","B","UTOPIA ISD","UVALDE","N","N"," ","Meets Requirements"," "
"'233","'15","'233901","B","SAN FELIPE-DEL RIO CISD","VAL VERDE","N","N","0","Needs Assistance","ASVAB Alternative Test Offered"
"'233","'15","'233903","A","COMSTOCK ISD","VAL VERDE","N","N"," ","Meets Requirements"," "
"'234","'07","'234801","Not Rated","RANCH ACADEMY","VAN ZANDT","Y","Y"," ","Meets Requirements","ASVAB Test not Offered"
"'234","'10","'234902","A","CANTON ISD","VAN ZANDT","N","N","0","Meets Requirements"," "
"'234","'07","'234903","B","EDGEWOOD ISD","VAN ZANDT","N","N","0","Meets Requirements"," "
"'234","'07","'234904","B","GRAND SALINE ISD","VAN ZANDT","N","N","0","Meets Requirements"," "
"'234","'07","'234905","B","MARTINS MILL ISD","VAN ZANDT","N","N","0","Meets Requirements"," "
"'234","'07","'234906","A","VAN ISD","VAN ZANDT","N","N","0","Needs Assistance"," "
"'234","'10","'234907","C","WILLS POINT ISD","VAN ZANDT","N","N","0","Needs Assistance"," "
"'234","'07","'234909","B","FRUITVALE ISD","VAN ZANDT","N","N","0","Meets Requirements"," "
"'235","'03","'235901","B","BLOOMINGTON ISD","VICTORIA","N","N","0","Needs Intervention"," "
"'235","'03","'235902","C","VICTORIA ISD","VICTORIA","N","N","0","Needs Intervention"," "
"'235","'03","'235904","A","NURSERY ISD","VICTORIA","N","N"," ","Meets Requirements"," "
"'236","'06","'236801","Not Rated","RAVEN SCHOOL","WALKER","Y","Y"," ","Meets Requirements"," "
"'236","'06","'236802","B","SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL","WALKER","Y","N"," ","Meets Requirements"," "
"'236","'06","'236901","B","NEW WAVERLY ISD","WALKER","N","N","0","Meets Requirements"," "
"'236","'06","'236902","C","HUNTSVILLE ISD","WALKER","N","N","0","Needs Assistance"," "
"'237","'04","'237902","Not Rated: Senate Bill 1365","HEMPSTEAD ISD","WALLER","N","N","0","Needs Assistance"," "
"'237","'04","'237904","B","WALLER ISD","WALLER","N","N","0","Needs Assistance"," "
"'237","'04","'237905","B","ROYAL ISD","WALLER","N","N","0","Needs Assistance"," "
"'238","'18","'238902","B","MONAHANS-WICKETT-PYOTE ISD","WARD","N","N","0","Meets Requirements"," "
"'238","'18","'238904","Not Rated: Senate Bill 1365","GRANDFALLS-ROYALTY ISD","WARD","N","N"," ","Meets Requirements"," "
"'239","'06","'239901","B","BRENHAM ISD","WASHINGTON","N","N","0","Needs Assistance"," "
"'239","'06","'239903","A","BURTON ISD","WASHINGTON","N","N","0","Meets Requirements"," "
"'240","'01","'240801","A","TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO","WEBB","Y","Y"," ","Meets Requirements"," "
"'240","'01","'240901","A","LAREDO ISD","WEBB","N","N","1","Needs Assistance"," "
"'240","'01","'240903","A","UNITED ISD","WEBB","N","N","1","Meets Requirements"," "
"'240","'01","'240904","B","WEBB CISD","WEBB","N","N","0","Meets Requirements"," "
"'241","'03","'241901","B","BOLING ISD","WHARTON","N","N","0","Meets Requirements"," "
"'241","'03","'241902","A","EAST BERNARD ISD","WHARTON","N","N","0","Meets Requirements"," "
"'241","'03","'241903","B","EL CAMPO ISD","WHARTON","N","N","0","Needs Intervention"," "
"'241","'03","'241904","Not Rated: Senate Bill 1365","WHARTON ISD","WHARTON","N","N","0","Needs Substantial Intervention"," "
"'241","'03","'241906","B","LOUISE ISD","WHARTON","N","N","0","Meets Requirements"," "
"'242","'16","'242902","C","SHAMROCK ISD","WHEELER","N","N","0","Meets Requirements"," "
"'242","'16","'242903","A","WHEELER ISD","WHEELER","N","N"," ","Meets Requirements"," "
"'242","'16","'242905","B","KELTON ISD","WHEELER","N","N"," ","Meets Requirements"," "
"'242","'16","'242906","A","FORT ELLIOTT CISD","WHEELER","N","N"," ","Meets Requirements"," "
"'243","'09","'243901","B","BURKBURNETT ISD","WICHITA","N","N","0","Needs Assistance"," "
"'243","'09","'243902","B","ELECTRA ISD","WICHITA","N","N","0","Meets Requirements"," "
"'243","'09","'243903","A","IOWA PARK CISD","WICHITA","N","N","0","Meets Requirements"," "
"'243","'09","'243905","B","WICHITA FALLS ISD","WICHITA","N","N","0","Needs Assistance"," "
"'243","'09","'243906","B","CITY VIEW ISD","WICHITA","N","N","0","Meets Requirements"," "
"'244","'09","'244901","B","HARROLD ISD","WILBARGER","N","N"," ","Meets Requirements"," "
"'244","'09","'244903","Not Rated: Senate Bill 1365","VERNON ISD","WILBARGER","N","N","0","Needs Assistance"," "
"'244","'09","'244905","B","NORTHSIDE ISD","WILBARGER","N","N"," ","Meets Requirements"," "
"'245","'01","'245901","B","LASARA ISD","WILLACY","N","N","0","Meets Requirements"," "
"'245","'01","'245902","A","LYFORD CISD","WILLACY","N","N","0","Meets Requirements"," "
"'245","'01","'245903","A","RAYMONDVILLE ISD","WILLACY","N","N","1","Meets Requirements"," "
"'245","'01","'245904","A","SAN PERLITA ISD","WILLACY","N","N","1","Meets Requirements"," "
"'246","'13","'246801","A","MERIDIAN WORLD SCHOOL LLC","WILLIAMSON","Y","N"," ","Meets Requirements"," "
"'246","'13","'246802","B","GOODWATER MONTESSORI SCHOOL","WILLIAMSON","Y","N"," ","Meets Requirements"," "
"'246","'13","'246902","C","FLORENCE ISD","WILLIAMSON","N","N","0","Meets Requirements"," "
"'246","'13","'246904","B","GEORGETOWN ISD","WILLIAMSON","N","N","0","Needs Intervention"," "
"'246","'13","'246905","B","GRANGER ISD","WILLIAMSON","N","N"," ","Meets Requirements"," "
"'246","'13","'246906","B","HUTTO ISD","WILLIAMSON","N","N","0","Meets Requirements"," "
"'246","'13","'246907","C","JARRELL ISD","WILLIAMSON","N","N","0","Needs Assistance"," "
"'246","'13","'246908","B","LIBERTY HILL ISD","WILLIAMSON","N","N","0","Meets Requirements"," "
"'246","'13","'246909","B","ROUND ROCK ISD","WILLIAMSON","N","N","0","Meets Requirements"," "
"'246","'13","'246911","C","TAYLOR ISD","WILLIAMSON","N","N","0","Needs Assistance"," "
"'246","'13","'246912","A","THRALL ISD","WILLIAMSON","N","N","0","Meets Requirements"," "
"'246","'13","'246913","B","LEANDER ISD","WILLIAMSON","N","N","0","Meets Requirements"," "
"'246","'13","'246914","B","COUPLAND ISD","WILLIAMSON","N","N"," ","Meets Requirements"," "
"'247","'20","'247901","B","FLORESVILLE ISD","WILSON","N","N","0","Meets Requirements"," "
"'247","'20","'247903","A","LA VERNIA ISD","WILSON","N","N","0","Meets Requirements"," "
"'247","'20","'247904","A","POTH ISD","WILSON","N","N","0","Meets Requirements"," "
"'247","'20","'247906","B","STOCKDALE ISD","WILSON","N","N","0","Meets Requirements"," "
"'248","'18","'248901","B","KERMIT ISD","WINKLER","N","N","0","Meets Requirements"," "
"'248","'18","'248902","A","WINK-LOVING ISD","WINKLER","N","N","0","Meets Requirements"," "
"'249","'11","'249901","B","ALVORD ISD","WISE","N","N","0","Meets Requirements"," "
"'249","'11","'249902","B","BOYD ISD","WISE","N","N","0","Needs Assistance"," "
"'249","'11","'249903","C","BRIDGEPORT ISD","WISE","N","N","0","Needs Assistance"," "
"'249","'11","'249904","B","CHICO ISD","WISE","N","N","0","Meets Requirements"," "
"'249","'11","'249905","B","DECATUR ISD","WISE","N","N","0","Needs Assistance"," "
"'249","'11","'249906","A","PARADISE ISD","WISE","N","N","0","Meets Requirements"," "
"'249","'11","'249908","B","SLIDELL ISD","WISE","N","N"," ","Meets Requirements"," "
"'250","'07","'250902","B","HAWKINS ISD","WOOD","N","N","0","Meets Requirements"," "
"'250","'07","'250903","A","MINEOLA ISD","WOOD","N","N","0","Meets Requirements"," "
"'250","'07","'250904","A","QUITMAN ISD","WOOD","N","N","1","Meets Requirements"," "
"'250","'07","'250905","C","YANTIS ISD","WOOD","N","N","0","Meets Requirements"," "
"'250","'07","'250906","B","ALBA-GOLDEN ISD","WOOD","N","N","0","Meets Requirements"," "
"'250","'07","'250907","B","WINNSBORO ISD","WOOD","N","N","0","Needs Assistance"," "
"'251","'17","'251901","B","DENVER CITY ISD","YOAKUM","N","N","0","Meets Requirements"," "
"'251","'17","'251902","B","PLAINS ISD","YOAKUM","N","N","0","Meets Requirements"," "
"'252","'09","'252901","A","GRAHAM ISD","YOUNG","N","N","0","Needs Assistance"," "
"'252","'09","'252902","A","NEWCASTLE ISD","YOUNG","N","N"," ","Meets Requirements"," "
"'252","'09","'252903","A","OLNEY ISD","YOUNG","N","N","0","Meets Requirements"," "
"'253","'01","'253901","B","ZAPATA COUNTY ISD","ZAPATA","N","N","0","Needs Assistance"," "
"'254","'20","'254901","B","CRYSTAL CITY ISD","ZAVALA","N","N","0","Needs Intervention"," "
"'254","'20","'254902","B","LA PRYOR ISD","ZAVALA","N","N","0","Meets Requirements"," "
